fold_id,test_subject,feature,coefficient,abs_coefficient
6,Subject302,beta_F3,0.5646787766133439,0.5646787766133439
6,Subject302,delta_F4,-0.028450111588721586,0.028450111588721586
6,Subject302,theta_F4,-0.01225591672052308,0.01225591672052308
6,Subject302,alpha_F4,-0.0020582685224107763,0.0020582685224107763
6,Subject302,beta_F4,0.03901655727200697,0.03901655727200697
6,Subject302,delta_FC5,0.022380366226613758,0.022380366226613758
6,Subject302,theta_FC5,0.02587062290988388,0.02587062290988388
6,Subject302,alpha_FC5,-0.057463936573900726,0.057463936573900726
6,Subject302,beta_FC5,-0.23690284832494363,0.23690284832494363
6,Subject302,delta_FC6,-0.0010481900377205824,0.0010481900377205824
6,Subject302,theta_FC6,-0.0002875773191878525,0.0002875773191878525
6,Subject302,alpha_FC6,0.07756529636800422,0.07756529636800422
6,Subject302,beta_FC6,-0.018712066607902055,0.018712066607902055
6,Subject302,delta_O2,-0.06371849851089499,0.06371849851089499
6,Subject302,theta_O2,0.20142641243020468,0.20142641243020468
6,Subject302,alpha_O2,0.1634262130834293,0.1634262130834293
6,Subject302,beta_O2,-0.5133358882681277,0.5133358882681277
6,Subject302,delta_O1,0.11321696035028282,0.11321696035028282
6,Subject302,theta_O1,0.11369337666182686,0.11369337666182686
6,Subject302,alpha_O1,0.1582432754899951,0.1582432754899951
6,Subject302,beta_O1,-0.22262572049903245,0.22262572049903245
7,Subject303,delta_AF3,-0.005525201398044229,0.005525201398044229
7,Subject303,theta_AF3,0.021545432275115652,0.021545432275115652
7,Subject303,alpha_AF3,-0.023249172784378026,0.023249172784378026
7,Subject303,beta_AF3,0.19031024426171325,0.19031024426171325
7,Subject303,delta_AF4,-0.015901705208240094,0.015901705208240094
7,Subject303,theta_AF4,0.04770601055033857,0.04770601055033857
7,Subject303,alpha_AF4,0.08262615200047742,0.08262615200047742
7,Subject303,beta_AF4,-0.7539710379379012,0.7539710379379012
7,Subject303,delta_F3,0.04232307312022083,0.04232307312022083
7,Subject303,theta_F3,-0.33914528789578946,0.33914528789578946
7,Subject303,alpha_F3,-0.12620229673922143,0.12620229673922143
7,Subject303,beta_F3,0.8694232566292683,0.8694232566292683
7,Subject303,delta_F4,-0.018647116030860028,0.018647116030860028
7,Subject303,theta_F4,-0.01761546286745557,0.01761546286745557
7,Subject303,alpha_F4,-0.010858871675077205,0.010858871675077205
7,Subject303,beta_F4,0.0649579220478832,0.0649579220478832
7,Subject303,delta_FC5,-0.016333838454629362,0.016333838454629362
7,Subject303,theta_FC5,-0.0077691704272072485,0.0077691704272072485
7,Subject303,alpha_FC5,-0.014493986143207661,0.014493986143207661
7,Subject303,beta_FC5,0.00036584496925452185,0.00036584496925452185
7,Subject303,delta_FC6,-0.0016970498464910977,0.0016970498464910977
7,Subject303,theta_FC6,0.006447089602501188,0.006447089602501188
7,Subject303,alpha_FC6,0.006235797923116845,0.006235797923116845
7,Subject303,beta_FC6,0.023743225049954977,0.023743225049954977
7,Subject303,delta_O2,-0.24228228432769194,0.24228228432769194
7,Subject303,theta_O2,0.2008896502201852,0.2008896502201852
7,Subject303,alpha_O2,-0.002508323920182653,0.002508323920182653
7,Subject303,beta_O2,-0.7748966514951513,0.7748966514951513
7,Subject303,delta_O1,0.33962207599315797,0.33962207599315797
7,Subject303,theta_O1,0.25328882134831837,0.25328882134831837
7,Subject303,alpha_O1,0.2727005822245344,0.2727005822245344
7,Subject303,beta_O1,-0.5412508598698839,0.5412508598698839
8,Subject304,delta_AF3,-0.016333742381561666,0.016333742381561666
8,Subject304,theta_AF3,0.05632565063045784,0.05632565063045784
8,Subject304,alpha_AF3,0.33393390195656225,0.33393390195656225
8,Subject304,beta_AF3,0.5683653811425576,0.5683653811425576
8,Subject304,delta_AF4,0.00942703139792471,0.00942703139792471
8,Subject304,theta_AF4,-0.013382756403290369,0.013382756403290369
8,Subject304,alpha_AF4,0.006548665866507642,0.006548665866507642
8,Subject304,beta_AF4,-0.12899403341031837,0.12899403341031837
8,Subject304,delta_F3,-0.06204283237511094,0.06204283237511094
8,Subject304,theta_F3,0.024589289657247826,0.024589289657247826
8,Subject304,alpha_F3,-0.585029867391504,0.585029867391504
8,Subject304,beta_F3,1.0142232422075397,1.0142232422075397
8,Subject304,delta_F4,-0.002791599814641362,0.002791599814641362
8,Subject304,theta_F4,-0.13241751904916527,0.13241751904916527
8,Subject304,alpha_F4,0.0412988147149055,0.0412988147149055
8,Subject304,beta_F4,-0.23344730716285797,0.23344730716285797
8,Subject304,delta_FC5,-0.004370323438926492,0.004370323438926492
8,Subject304,theta_FC5,0.07331282848877113,0.07331282848877113
